periodo	product_id	tn	tn_lag_1	tn_lag_2	tn_lag_3	tn_lag_4	tn_lag_5	tn_lag_6	tn_lag_7	tn_lag_8	tn_lag_9	tn_lag_10	tn_lag_11	tn_target
201811	20552	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	12.69295	18.40701	14.27623	9.99517	15.16082	4.8472599999999995
201812	20552	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	12.69295	18.40701	14.27623	9.99517	6.35976
201901	20552	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	12.69295	18.40701	14.27623	6.55432
201902	20552	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	12.69295	18.40701	2.90125
201903	20552	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	12.69295	1.48603
201904	20552	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	9.5175	0.00885
201905	20552	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	9.48212	0.62802
201906	20552	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	6.28015	5.33374
201907	20552	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.86443	5.45755
201908	20552	5.33374	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	7.3239	5.431
201909	20552	5.45755	5.33374	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	6.0944199999999995	4.77648
201910	20552	5.431	5.45755	5.33374	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	6.2359100000000005	2.39711
201911	20552	4.77648	5.431	5.45755	5.33374	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	5.53717	
201912	20552	2.39711	4.77648	5.431	5.45755	5.33374	0.62802	0.00885	1.48603	2.90125	6.55432	6.35976	4.8472599999999995	
201809	20553	20.680699999999998												15.29797
201810	20553	12.76112	20.680699999999998											13.59027
201811	20553	15.29797	12.76112	20.680699999999998										17.58861
201812	20553	13.59027	15.29797	12.76112	20.680699999999998									18.98708
201901	20553	17.58861	13.59027	15.29797	12.76112	20.680699999999998								18.1227
201902	20553	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998							19.872400000000003
201903	20553	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998						11.86871
201904	20553	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998					11.46813
201905	20553	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998				12.34649
201906	20553	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998			9.36002
201907	20553	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998		12.86647
201908	20553	9.36002	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	20.680699999999998	13.534009999999999
201909	20553	12.86647	9.36002	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	12.76112	9.0719
201910	20553	13.534009999999999	12.86647	9.36002	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	15.29797	7.04809
201911	20553	9.0719	13.534009999999999	12.86647	9.36002	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	13.59027	
201912	20553	7.04809	9.0719	13.534009999999999	12.86647	9.36002	12.34649	11.46813	11.86871	19.872400000000003	18.1227	18.98708	17.58861	
201701	20555	5.3116												9.55255
201702	20555	9.62721	5.3116											4.18286
201703	20555	9.55255	9.62721	5.3116										9.04619
201704	20555	4.18286	9.55255	9.62721	5.3116									10.56505
201705	20555	9.04619	4.18286	9.55255	9.62721	5.3116								10.86383
201706	20555	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116							4.76389
201707	20555	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116						5.07924
201708	20555	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116					3.69328
201709	20555	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116				6.7142
201710	20555	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116			2.3819399999999997
201711	20555	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116		7.00461
201712	20555	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	5.3116	6.71419
201801	20555	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	9.62721	15.95954
201802	20555	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	9.55255	6.0999799999999995
201803	20555	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	4.18286	8.78068
201804	20555	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	9.04619	7.22043
201805	20555	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	10.56505	5.73486
201806	20555	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	10.86383	0.049800000000000004
201807	20555	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	4.76389	1.54368
201808	20555	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	5.07924	2.86333
201809	20555	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	3.69328	2.7637
201810	20555	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	6.7142	5.14565
201811	20555	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	2.3819399999999997	4.24095
201812	20555	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	7.00461	10.15006
201901	20555	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	6.71419	8.97154
201902	20555	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	15.95954	12.36596
201903	20555	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	6.0999799999999995	10.69781
201904	20555	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	8.78068	7.70175
201905	20555	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.22043	9.38653
201906	20555	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	5.73486	7.36978
201907	20555	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	0.049800000000000004	2.58946
201908	20555	7.36978	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	1.54368	2.09148
201909	20555	2.58946	7.36978	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	2.86333	2.35703
201910	20555	2.09148	2.58946	7.36978	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	2.7637	1.79267
201911	20555	2.35703	2.09148	2.58946	7.36978	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	5.14565	
201912	20555	1.79267	2.35703	2.09148	2.58946	7.36978	9.38653	7.70175	10.69781	12.36596	8.97154	10.15006	4.24095	
201811	20558	16.3072												13.51168
201812	20558	17.654	16.3072											16.15432
201901	20558	13.51168	17.654	16.3072										19.11728
201902	20558	16.15432	13.51168	17.654	16.3072									11.5388
201903	20558	19.11728	16.15432	13.51168	17.654	16.3072								27.372799999999998
201904	20558	11.5388	19.11728	16.15432	13.51168	17.654	16.3072							19.99088
201905	20558	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072						20.64608
201906	20558	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072					11.043759999999999
201907	20558	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072				13.78832
201908	20558	11.043759999999999	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072			18.73144
201909	20558	13.78832	11.043759999999999	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072		11.44416
201910	20558	18.73144	13.78832	11.043759999999999	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	16.3072	3.4579999999999997
201911	20558	11.44416	18.73144	13.78832	11.043759999999999	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	17.654	
201912	20558	3.4579999999999997	11.44416	18.73144	13.78832	11.043759999999999	20.64608	19.99088	27.372799999999998	11.5388	19.11728	16.15432	13.51168	
201809	20559	20.04644												15.17754
201810	20559	9.6357	20.04644											12.889059999999999
201811	20559	15.17754	9.6357	20.04644										9.23364
201812	20559	12.889059999999999	15.17754	9.6357	20.04644									21.19427
201901	20559	9.23364	12.889059999999999	15.17754	9.6357	20.04644								17.87509
201902	20559	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644							18.3504
201903	20559	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644						16.07669
201904	20559	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644					14.76064
201905	20559	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644				10.79815
201906	20559	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644			8.904679999999999
201907	20559	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644		17.48761
201908	20559	8.904679999999999	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	20.04644	11.33919
201909	20559	17.48761	8.904679999999999	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	9.6357	10.82003
201910	20559	11.33919	17.48761	8.904679999999999	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	15.17754	7.1281
201911	20559	10.82003	11.33919	17.48761	8.904679999999999	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	12.889059999999999	
201912	20559	7.1281	10.82003	11.33919	17.48761	8.904679999999999	10.79815	14.76064	16.07669	18.3504	17.87509	21.19427	9.23364	
201701	20560	7.05911												9.20445
201702	20560	4.89574	7.05911											5.71767
201703	20560	9.20445	4.89574	7.05911										8.08443
201704	20560	5.71767	9.20445	4.89574	7.05911									8.40059
201705	20560	8.08443	5.71767	9.20445	4.89574	7.05911								7.91273
201706	20560	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911							10.50513
201707	20560	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911						6.44052
201708	20560	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911					11.95944
201709	20560	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911				3.48678
201710	20560	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911			4.74673
201711	20560	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911		13.40481
201712	20560	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	7.05911	7.49266
201801	20560	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	4.89574	10.03085
201802	20560	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	9.20445	9.07798
201803	20560	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	5.71767	7.37982
201804	20560	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	8.08443	10.18001
201805	20560	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	8.40059	7.98043
201806	20560	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	7.91273	10.38763
201807	20560	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	10.50513	4.18665
201808	20560	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	6.44052	9.53861
201809	20560	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	11.95944	4.96349
201810	20560	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	3.48678	5.77205
201811	20560	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	4.74673	6.29136
201812	20560	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	13.40481	5.86679
201901	20560	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	7.49266	5.70869
201902	20560	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	10.03085	0.01806
201903	20560	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	9.07798	5.4964200000000005
201904	20560	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.37982	6.28242
201905	20560	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	10.18001	7.85405
201906	20560	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	7.98043	3.50919
201907	20560	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	10.38763	5.13517
201908	20560	3.50919	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	4.18665	5.98412
201909	20560	5.13517	3.50919	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	9.53861	3.50477
201910	20560	5.98412	5.13517	3.50919	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	4.96349	5.1622
201911	20560	3.50477	5.98412	5.13517	3.50919	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	5.77205	
201912	20560	5.1622	3.50477	5.98412	5.13517	3.50919	7.85405	6.28242	5.4964200000000005	0.01806	5.70869	5.86679	6.29136	
201701	20561	1.92326												11.85435
201702	20561	6.18859	1.92326											10.95079
201703	20561	11.85435	6.18859	1.92326										17.84109
201704	20561	10.95079	11.85435	6.18859	1.92326									17.34885
201705	20561	17.84109	10.95079	11.85435	6.18859	1.92326								9.77974
201706	20561	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326							6.85972
201707	20561	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326						1.86823
201708	20561	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326					1.7902799999999999
201709	20561	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326				1.48454
201710	20561	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326			0.87757
201711	20561	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326		1.73674
201712	20561	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	1.92326	2.45681
201801	20561	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	6.18859	11.20312
201802	20561	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	11.85435	10.19711
201803	20561	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	10.95079	14.15515
201804	20561	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	17.84109	18.11322
201805	20561	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	17.34885	10.47991
201806	20561	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	9.77974	5.69794
201807	20561	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	6.85972	2.22295
201808	20561	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	1.86823	0.58408
201809	20561	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	1.7902799999999999	0.5152100000000001
201810	20561	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.48454	0.45713
201811	20561	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	0.87757	1.41725
201812	20561	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	1.73674	1.75512
201901	20561	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	2.45681	10.30417
201902	20561	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	11.20312	8.64532
201903	20561	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	10.19711	12.64165
201904	20561	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	14.15515	9.14524
201905	20561	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	18.11322	6.75578
201906	20561	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	10.47991	4.30514
201907	20561	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	5.69794	1.25517
201908	20561	4.30514	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	2.22295	0.39904
201909	20561	1.25517	4.30514	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.58408	0.48619
201910	20561	0.39904	1.25517	4.30514	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	0.5152100000000001	0.37611
201911	20561	0.48619	0.39904	1.25517	4.30514	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	0.45713	
201912	20561	0.37611	0.48619	0.39904	1.25517	4.30514	6.75578	9.14524	12.64165	8.64532	10.30417	1.75512	1.41725	
201701	20563	0.20787												12.77257
201702	20563	9.3982	0.20787											3.32141
201703	20563	12.77257	9.3982	0.20787										8.50925
201704	20563	3.32141	12.77257	9.3982	0.20787									6.73576
201705	20563	8.50925	3.32141	12.77257	9.3982	0.20787								4.38731
201706	20563	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787							5.30718
201707	20563	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787						4.00693
201708	20563	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787					5.58586
201709	20563	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787				8.14653
201710	20563	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787			5.74506
201711	20563	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787		4.51555
201712	20563	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	0.20787	4.48457
201801	20563	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	9.3982	7.3018
201802	20563	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	12.77257	4.60842
201803	20563	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	3.32141	4.85168
201804	20563	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	8.50925	5.93078
201805	20563	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	6.73576	4.6526700000000005
201806	20563	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	4.38731	4.70578
201807	20563	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.30718	3.95391
201808	20563	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	4.00693	5.20103
201809	20563	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	5.58586	3.29046
201810	20563	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	8.14653	3.62662
201811	20563	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	5.74506	3.8035200000000002
201812	20563	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	4.51555	4.71455
201901	20563	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.48457	8.02712
201902	20563	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	7.3018	4.51554
201903	20563	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	4.60842	5.59906
201904	20563	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	4.85168	8.99569
201905	20563	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	5.93078	2.09632
201906	20563	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	4.6526700000000005	7.37256
201907	20563	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	4.70578	1.3887
201908	20563	7.37256	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	3.95391	13.50671
201909	20563	1.3887	7.37256	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	5.20103	0.98184
201910	20563	13.50671	1.3887	7.37256	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	3.29046	7.4654
201911	20563	0.98184	13.50671	1.3887	7.37256	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	3.62662	
201912	20563	7.4654	0.98184	13.50671	1.3887	7.37256	2.09632	8.99569	5.59906	4.51554	8.02712	4.71455	3.8035200000000002	
201701	20565	3.48569												12.05047
201702	20565	1.51048	3.48569											5.57708
201703	20565	12.05047	1.51048	3.48569										9.12082
201704	20565	5.57708	12.05047	1.51048	3.48569									8.40716
201705	20565	9.12082	5.57708	12.05047	1.51048	3.48569								4.39862
201706	20565	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569							4.7887
201707	20565	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569						4.11644
201708	20565	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569					0.91294
201709	20565	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569				6.50661
201710	20565	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569			3.83427
201711	20565	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569		2.88815
201712	20565	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	3.48569	5.40283
201801	20565	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	1.51048	16.24156
201802	20565	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	12.05047	0.7884300000000001
201803	20565	16.24156	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	5.57708	7.02118
201804	20565	0.7884300000000001	16.24156	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	9.12082	12.0173
201805	20565	7.02118	0.7884300000000001	16.24156	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	8.40716	7.90092
201806	20565	12.0173	7.02118	0.7884300000000001	16.24156	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	4.39862	7.38636
201807	20565	7.90092	12.0173	7.02118	0.7884300000000001	16.24156	5.40283	2.88815	3.83427	6.50661	0.91294	4.11644	4.7887	3.9919700000000002
